ticker,delta_target,max_minutes_to_close,feature,op,threshold,name,score,train_reason,core_reason,inner_val_reason,train_trades,train_wr,train_pf,train_pnl,train_min_month,train_long_rate,core_trades,core_wr,core_pf,core_pnl,core_min_month,core_long_rate,inner_val_trades,inner_val_wr,inner_val_pf,inner_val_pnl,inner_val_min_month,inner_val_long_rate
SPX,0.6,140.0,net_delta,<=,18.27192410937688,SPX_d0.60_mtc_le_140_net_delta_<=_18p272,-1.000000000000039e+18,pass,pass,pf 0.862<1.05,467,0.3961456102783726,1.4104168695200918,331262.7808373153,20,0.6552462526766595,311,0.43086816720257237,1.7074601268167782,370365.47774667304,29,0.6270096463022508,156,0.3269230769230769,0.8621314623746361,-39102.69690935772,20,0.7115384615384616
SPX,0.7,120.0,net_delta,<=,18.27192410937688,SPX_d0.70_mtc_le_120_net_delta_<=_18p272,-1.0000000000000407e+18,pass,pass,pf 0.816<1.05,420,0.430952380952381,1.2583886592838927,165786.75797594216,19,0.6547619047619048,283,0.4628975265017668,1.4908375654153365,206518.84354729758,26,0.6289752650176679,137,0.36496350364963503,0.8155833933773423,-40732.08557135544,19,0.708029197080292
SPX,0.7,140.0,net_delta,<=,18.27192410937688,SPX_d0.70_mtc_le_140_net_delta_<=_18p272,-1.0000000000000416e+18,pass,pass,pf 0.832<1.05,467,0.4346895074946467,1.3334177908087026,231571.76876338734,20,0.6552462526766595,311,0.4758842443729904,1.6099150790632692,273127.11537923466,29,0.6270096463022508,156,0.3525641025641026,0.831573996479379,-41555.34661584735,20,0.7115384615384616
SPX,0.7,90.0,net_delta,<=,18.81664223878251,SPX_d0.70_mtc_le_90_net_delta_<=_18p817,-1.0000000000000424e+18,pass,pass,pf 0.783<1.05,385,0.42597402597402595,1.209739477652454,127203.06489210298,18,0.5922077922077922,266,0.4548872180451128,1.4130983677907836,169617.23109611514,24,0.5601503759398496,119,0.36134453781512604,0.7834725925194986,-42414.16620401214,18,0.6638655462184874
SPX,0.4,90.0,net_delta,<=,18.81664223878251,SPX_d0.40_mtc_le_90_net_delta_<=_18p817,-1.0000000000000433e+18,pass,pass,pf 0.858<1.05,385,0.23376623376623376,1.1157586364558214,114791.72513189819,18,0.5922077922077922,266,0.2518796992481203,1.2304612714431395,158074.43916870578,24,0.5601503759398496,119,0.19327731092436976,0.8584341440266896,-43282.71403680756,18,0.6638655462184874
SPX,0.4,140.0,net_delta,<=,18.27192410937688,SPX_d0.40_mtc_le_140_net_delta_<=_18p272,-1.0000000000000434e+18,pass,pass,pf 0.888<1.05,467,0.26124197002141325,1.3157776486949904,350953.2572773389,20,0.6552462526766595,311,0.29260450160771706,1.545467413310165,394390.7653392737,29,0.6270096463022508,156,0.1987179487179487,0.8881517013418916,-43437.508061934845,20,0.7115384615384616
SPX,0.6,90.0,net_delta,<=,19.093312191619404,SPX_d0.60_mtc_le_90_net_delta_<=_19p093,-1.0000000000000439e+18,pass,pass,pf 0.812<1.05,441,0.3764172335600907,1.180507992352792,149704.18816791888,19,0.5419501133786848,318,0.39622641509433965,1.3246079636109613,193567.26102154312,28,0.5,123,0.3252032520325203,0.8117775530121465,-43863.07285362425,19,0.6504065040650406
SPX,0.7,90.0,net_delta,<=,19.093312191619404,SPX_d0.70_mtc_le_90_net_delta_<=_19p093,-1.0000000000000463e+18,pass,pass,pf 0.770<1.05,441,0.4331065759637188,1.1828669056388672,125410.65341173425,19,0.5419501133786848,318,0.4591194968553459,1.3550997272606211,171808.8339878559,28,0.5,123,0.36585365853658536,0.770272224008057,-46398.18057612166,19,0.6504065040650406
SPX,0.4,180.0,net_delta,<=,18.27192410937688,SPX_d0.40_mtc_le_180_net_delta_<=_18p272,-1.0000000000000471e+18,pass,pass,pf 0.908<1.05,642,0.2507788161993769,1.190463912131622,287529.8543856368,27,0.6744548286604362,432,0.27546296296296297,1.3351846841258104,334687.19097533415,42,0.6412037037037037,210,0.2,0.9077360380659735,-47157.33658969727,27,0.7428571428571429
SPX,0.5,90.0,net_delta,<=,19.093312191619404,SPX_d0.50_mtc_le_90_net_delta_<=_19p093,-1.0000000000000498e+18,pass,pass,pf 0.820<1.05,441,0.30612244897959184,1.0693255567349362,68497.31221457965,19,0.5419501133786848,318,0.32075471698113206,1.1663497880308498,118263.02365553007,28,0.5,123,0.2682926829268293,0.8204201414441049,-49765.711440950414,19,0.6504065040650406
SPX,0.5,120.0,net_delta,<=,18.81664223878251,SPX_d0.50_mtc_le_120_net_delta_<=_18p817,-1.000000000000051e+18,pass,pass,pf 0.853<1.05,513,0.32943469785575047,1.162674997952346,178112.96129375361,24,0.6023391812865497,355,0.352112676056338,1.306147397333995,229057.02864150034,34,0.5690140845070423,158,0.27848101265822783,0.8530637619087,-50944.06734774672,24,0.6772151898734177
SPX,0.7,60.0,net_delta,<=,19.454346114551534,SPX_d0.70_mtc_le_60_net_delta_<=_19p454,-1.0000000000000511e+18,pass,pass,pf 0.657<1.05,326,0.43558282208588955,1.0990521243404796,51080.25918377896,19,0.4815950920245399,240,0.4666666666666667,1.2784915529574816,102162.88184989095,22,0.44583333333333336,86,0.3488372093023256,0.6568111167842007,-51082.622666111994,19,0.5813953488372093
