ticker,date,month,time,minute,expiry_mode,action,score,pred_call_return,pred_put_return,call_return,put_return,realized_return,deploy_config,test_month,entry_minute,source_stream,source_file,_source_order,_priority,monthly_backfill_role,backfill_min_month_trades,backfill_required_count,backfill_count_before,backfill_month_target,backfill_partial_month,backfill_mode,runtime_replay_role,event_delta_bucket,event_delta_target
QQQ,20230113,202301,10:15,615,zero_dte,PUT,0.532348505362013,0.1248643933182049,0.532348505362013,-0.3,-0.3,-0.3,thr0.479_maxday2,202301,615,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,16,0,primary,18,9,17,18,False,primary,primary,25,0.25
QQQ,20230113,202301,11:00,660,zero_dte,PUT,0.6036780769212019,0.2456614207157223,0.6036780769212019,-0.3,0.5,0.5,thr0.479_maxday2,202301,660,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,17,0,primary,18,9,18,18,False,primary,primary,25,0.25
SPXW,20230113,202301,11:00,660,zero_dte,PUT,0.5566498008028516,0.4310382928109909,0.5566498008028516,-0.3,-0.3,-0.3,thr0.467_maxday3,202301,660,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,22,0,primary,18,9,22,18,False,primary,primary,25,0.25
SPY,20230113,202301,11:00,660,zero_dte,PUT,0.5734915583119267,0.3354715966323419,0.5734915583119267,-0.3,-0.3,-0.3,thr0.500_maxday2,202301,660,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,15,0,primary,18,9,16,18,False,primary,primary,25,0.25
SPY,20230113,202301,11:30,690,zero_dte,PUT,0.5902947657628753,0.2820704165735732,0.5902947657628753,-0.3,-0.3,-0.3,thr0.500_maxday2,202301,690,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,16,0,primary,18,9,17,18,False,primary,primary,25,0.25
SPXW,20230113,202301,12:15,735,zero_dte,PUT,0.6326284277795322,0.2533590117792769,0.6326284277795322,-0.3,-0.3,-0.3,thr0.467_maxday3,202301,735,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,23,0,primary,18,9,23,18,False,primary,primary,25,0.25
SPXW,20230113,202301,13:45,825,zero_dte,PUT,0.4997188276002289,0.323354243921122,0.4997188276002289,0.5,-0.3,-0.3,thr0.467_maxday3,202301,825,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,24,0,primary,18,9,24,18,False,primary,primary,25,0.25
SPXW,20230117,202301,10:45,645,zero_dte,PUT,0.500492726605661,0.4110867556484042,0.500492726605661,-0.3,0.5,0.5,thr0.467_maxday3,202301,645,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,25,0,primary,18,10,25,18,False,primary,primary,25,0.25
SPXW,20230117,202301,11:30,690,zero_dte,CALL,0.4944020080761716,0.4944020080761716,0.2673097307517857,-0.3,-0.3,-0.3,thr0.467_maxday3,202301,690,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,26,0,primary,18,10,26,18,False,primary,primary,25,0.25
QQQ,20230117,202301,12:15,735,zero_dte,CALL,0.5310997625308386,0.5310997625308386,0.2315019081554527,-0.3,-0.3,-0.3,thr0.479_maxday2,202301,735,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,18,0,primary,18,10,19,18,False,primary,primary,25,0.25
SPXW,20230117,202301,12:15,735,zero_dte,CALL,0.5034076147692139,0.5034076147692139,0.3413923003615924,-0.3,0.5,-0.3,thr0.467_maxday3,202301,735,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,27,0,primary,18,10,27,18,False,primary,primary,25,0.25
SPY,20230117,202301,12:15,735,zero_dte,CALL,0.5301050297739389,0.5301050297739389,0.3626575755737217,-0.3,-0.3,-0.3,thr0.500_maxday2,202301,735,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,17,0,primary,18,10,18,18,False,primary,primary,25,0.25
QQQ,20230117,202301,12:45,765,zero_dte,CALL,0.4918658861677158,0.4918658861677158,0.4022506928217422,0.5,-0.3,0.5,thr0.479_maxday2,202301,765,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,19,0,primary,18,10,20,18,False,primary,primary,25,0.25
SPY,20230117,202301,12:45,765,zero_dte,CALL,0.5616994058130016,0.5616994058130016,0.4104171321571579,0.5,-0.3,0.5,thr0.500_maxday2,202301,765,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,18,0,primary,18,10,19,18,False,primary,primary,25,0.25
QQQ,20230118,202301,10:00,600,zero_dte,PUT,0.5088896146114046,0.0853601192403907,0.5088896146114046,-0.3,-0.3,-0.3,thr0.479_maxday2,202301,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,20,0,primary,18,11,21,18,False,primary,primary,25,0.25
SPXW,20230118,202301,10:00,600,zero_dte,PUT,0.5569080544789253,0.1248530743998347,0.5569080544789253,-0.3,-0.3,-0.3,thr0.467_maxday3,202301,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,28,0,primary,18,11,28,18,False,primary,primary,25,0.25
SPY,20230118,202301,10:00,600,zero_dte,PUT,0.5345493149965299,0.1342682565423833,0.5345493149965299,-0.3,-0.3,-0.3,thr0.500_maxday2,202301,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,19,0,primary,18,11,20,18,False,primary,primary,25,0.25
SPXW,20230118,202301,10:30,630,zero_dte,PUT,0.6059225409433083,0.2096096433921057,0.6059225409433083,-0.3,0.5,0.5,thr0.467_maxday3,202301,630,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,29,0,primary,18,11,29,18,False,primary,primary,25,0.25
SPY,20230118,202301,10:30,630,zero_dte,PUT,0.5421742778528824,0.1911585935083553,0.5421742778528824,-0.3,0.5,0.5,thr0.500_maxday2,202301,630,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,20,0,primary,18,11,21,18,False,primary,primary,25,0.25
QQQ,20230118,202301,13:30,810,zero_dte,PUT,0.6063724756800338,0.3590984118120739,0.6063724756800338,0.5,-0.3,-0.3,thr0.479_maxday2,202301,810,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,21,0,primary,18,11,22,18,False,primary,primary,25,0.25
SPXW,20230118,202301,13:30,810,zero_dte,PUT,0.4931205905811091,0.3871143877692693,0.4931205905811091,0.5,-0.3,-0.3,thr0.467_maxday3,202301,810,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,30,0,primary,18,11,30,18,False,primary,primary,25,0.25
QQQ,20230119,202301,10:15,615,zero_dte,CALL,0.4808850535880568,0.4808850535880568,0.2733395287479245,0.5,-0.3,0.5,thr0.479_maxday2,202301,615,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,22,0,primary,18,12,23,18,False,primary,primary,25,0.25
SPXW,20230119,202301,10:30,630,zero_dte,PUT,0.4872126845483829,0.4768753958914629,0.4872126845483829,-0.3,0.5,0.5,thr0.467_maxday3,202301,630,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,31,0,primary,18,12,31,18,False,primary,primary,25,0.25
SPY,20230119,202301,12:15,735,zero_dte,PUT,0.5654038230118803,0.3302357529662081,0.5654038230118803,-0.3,0.5,0.5,thr0.500_maxday2,202301,735,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,21,0,primary,18,12,22,18,False,primary,primary,25,0.25
SPXW,20230119,202301,12:30,750,zero_dte,CALL,0.5422457377784398,0.5422457377784398,0.3233692599065592,0.5,-0.3,0.5,thr0.467_maxday3,202301,750,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,32,0,primary,18,12,32,18,False,primary,primary,25,0.25
QQQ,20230119,202301,12:45,765,zero_dte,CALL,0.5426463882278114,0.5426463882278114,0.3825819003871333,0.5,-0.3,0.5,thr0.479_maxday2,202301,765,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,23,0,primary,18,12,24,18,False,primary,primary,25,0.25
SPY,20230119,202301,12:45,765,zero_dte,CALL,0.5289177044009833,0.5289177044009833,0.4095926788841805,-0.3,-0.3,-0.3,thr0.500_maxday2,202301,765,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,22,0,primary,18,12,23,18,False,primary,primary,25,0.25
SPXW,20230119,202301,13:00,780,zero_dte,CALL,0.4875413546251945,0.4875413546251945,0.3687020667480452,0.5,-0.3,0.5,thr0.467_maxday3,202301,780,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,33,0,primary,18,12,33,18,False,primary,primary,25,0.25
QQQ,20230120,202301,10:00,600,zero_dte,PUT,0.5156011202035874,0.433169533024779,0.5156011202035874,0.5,-0.3,-0.3,thr0.479_maxday2,202301,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,24,0,primary,18,13,25,18,False,primary,primary,25,0.25
SPXW,20230120,202301,10:00,600,zero_dte,CALL,0.5073425153156416,0.5073425153156416,0.4324566011915643,0.5,-0.3,0.5,thr0.467_maxday3,202301,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,34,0,primary,18,13,34,18,False,primary,primary,25,0.25
QQQ,20230120,202301,10:30,630,zero_dte,PUT,0.6320266974635091,0.1380935039666487,0.6320266974635091,-0.3,-0.3,-0.3,thr0.479_maxday2,202301,630,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,25,0,primary,18,13,26,18,False,primary,primary,25,0.25
SPXW,20230120,202301,10:30,630,zero_dte,PUT,0.603614014972294,0.1890150412361503,0.603614014972294,-0.3,-0.3,-0.3,thr0.467_maxday3,202301,630,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,35,0,primary,18,13,35,18,False,primary,primary,25,0.25
SPY,20230120,202301,10:30,630,zero_dte,PUT,0.6040781213046303,0.204699591004307,0.6040781213046303,-0.3,-0.3,-0.3,thr0.500_maxday2,202301,630,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,23,0,primary,18,13,24,18,False,primary,primary,25,0.25
SPXW,20230120,202301,11:00,660,zero_dte,PUT,0.534450582522994,0.1794081608367009,0.534450582522994,0.5,-0.3,-0.3,thr0.467_maxday3,202301,660,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,36,0,primary,18,13,36,18,False,primary,primary,25,0.25
SPY,20230120,202301,11:00,660,zero_dte,PUT,0.5141823242842567,0.1772832755838232,0.5141823242842567,0.5,-0.3,-0.3,thr0.500_maxday2,202301,660,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,24,0,primary,18,13,25,18,False,primary,primary,25,0.25
QQQ,20230123,202301,11:15,675,zero_dte,PUT,0.5120967526056728,0.0902592659708887,0.5120967526056728,0.5,-0.3,-0.3,thr0.479_maxday2,202301,675,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,26,0,primary,18,14,27,18,False,primary,primary,25,0.25
QQQ,20230123,202301,11:45,705,zero_dte,PUT,0.5204393108118924,0.1948836105736429,0.5204393108118924,-0.3,-0.3,-0.3,thr0.479_maxday2,202301,705,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,27,0,primary,18,14,28,18,False,primary,primary,25,0.25
SPXW,20230123,202301,12:00,720,zero_dte,PUT,0.5486088611390852,0.171351888729489,0.5486088611390852,-0.3,0.5,0.5,thr0.467_maxday3,202301,720,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,37,0,primary,18,14,37,18,False,primary,primary,25,0.25
SPY,20230123,202301,12:00,720,zero_dte,PUT,0.5638668032247837,0.2059912583756883,0.5638668032247837,-0.3,0.5,0.5,thr0.500_maxday2,202301,720,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,25,0,primary,18,14,26,18,False,primary,primary,25,0.25
SPXW,20230124,202301,10:00,600,zero_dte,CALL,0.485664765417962,0.485664765417962,0.3005508978283219,0.5,-0.3,0.5,thr0.467_maxday3,202301,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,38,0,primary,18,14,38,18,False,primary,primary,25,0.25
QQQ,20230124,202301,10:30,630,zero_dte,PUT,0.5632723941590153,0.1710452599915406,0.5632723941590153,-0.3,-0.3,-0.3,thr0.479_maxday2,202301,630,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,28,0,primary,18,14,29,18,False,primary,primary,25,0.25
SPXW,20230124,202301,10:30,630,zero_dte,PUT,0.6798378317874786,0.1428659370176866,0.6798378317874786,-0.3,-0.3,-0.3,thr0.467_maxday3,202301,630,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,39,0,primary,18,14,39,18,False,primary,primary,25,0.25
SPY,20230124,202301,10:30,630,zero_dte,PUT,0.6052896775799715,0.1500869549873074,0.6052896775799715,-0.3,-0.3,-0.3,thr0.500_maxday2,202301,630,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,26,0,primary,18,14,27,18,False,primary,primary,25,0.25
QQQ,20230124,202301,11:00,660,zero_dte,PUT,0.7341867506231083,0.1126469937286398,0.7341867506231083,-0.3,-0.3,-0.3,thr0.479_maxday2,202301,660,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,29,0,primary,18,14,30,18,False,primary,primary,25,0.25
SPXW,20230124,202301,11:00,660,zero_dte,PUT,0.7380441486324082,0.0637699756566356,0.7380441486324082,-0.3,-0.3,-0.3,thr0.467_maxday3,202301,660,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,40,0,primary,18,14,40,18,False,primary,primary,25,0.25
SPY,20230124,202301,11:00,660,zero_dte,PUT,0.7108306903299355,0.0784216227364464,0.7108306903299355,-0.3,-0.3,-0.3,thr0.500_maxday2,202301,660,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,27,0,primary,18,14,28,18,False,primary,primary,25,0.25
QQQ,20230125,202301,10:00,600,zero_dte,PUT,0.4953842674544135,0.1279119352196242,0.4953842674544135,0.5,-0.3,-0.3,thr0.479_maxday2,202301,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,30,0,primary,18,15,31,18,False,primary,primary,25,0.25
SPXW,20230125,202301,10:00,600,zero_dte,PUT,0.5549987117332502,0.1010795380326907,0.5549987117332502,0.5,-0.3,-0.3,thr0.467_maxday3,202301,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,41,0,primary,18,15,41,18,False,primary,primary,25,0.25
SPY,20230125,202301,10:00,600,zero_dte,PUT,0.5376401357800975,0.1200947464649863,0.5376401357800975,0.5,-0.3,-0.3,thr0.500_maxday2,202301,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_strict_d25_physctx_2023_2026_spy_v1\event_option_gate_trades.csv,28,0,primary,18,15,29,18,False,primary,primary,25,0.25
QQQ,20230125,202301,11:00,660,zero_dte,PUT,0.5840475839646274,0.1681384785230522,0.5840475839646274,0.5,-0.3,-0.3,thr0.479_maxday2,202301,660,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,31,0,primary,18,15,32,18,False,primary,primary,25,0.25
SPXW,20230125,202301,11:00,660,zero_dte,PUT,0.4759041834493497,0.2274627396226708,0.4759041834493497,0.5,-0.3,-0.3,thr0.467_maxday3,202301,660,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,42,0,primary,18,15,42,18,False,primary,primary,25,0.25
